gene,status,insdens
G140,0,0.008547009
G141,0,0.001267427
G142,0,0.002666667
G143,1,0.000737463
G144,0,0.00672043
G145,1,0.000803213
G146,0,0.002676182
G147,1,0.019607843
G148,0,0.001759015
G149,0,0.002083333
G150,0,0.004930966
G151,1,0.001430615
G152,0,0.002364066
G153,0,0.006306306
G154,1,0.002002002
G155,0,0.001239157
G156,0,0.001028807
G157,1,0.000713776
G158,0,0.006289308
G159,1,0.005931198
G160,0,0.005208333
G161,0,0.002962963
G162,1,0.001041667
G163,0,0.001855976
G164,1,0.000483793
G165,0,0.006359895
G166,1,0.001650165
G167,0,0.000761035
G168,1,0.000384468
G169,0,0.012232416
G170,1,0.001670844
G171,0,0.003766478
G172,0,0.010683761
G173,1,0.000674764
G174,1,0.002116402
G175,0,0.018315018
G176,1,0.001841621
G177,1,0.001424501
G178,1,0.003649635
G179,1,0.000879507
G180,0,0.007936508
G181,0,0.000904159
G182,0,0.007092199
G183,1,0.001344086
G184,1,0.003205128
G185,0,0.00408998
G186,1,0.001312336
G187,0,0.012106538
G188,1,0.003093581
G189,1,0.000572738
G190,0,0.002849003
G191,1,0.012012012
G192,0,0.011844332
G193,0,0.01910828
G194,0,0.006006006
G195,1,0.001216545
G196,1,0.003267974
G197,0,0.007936508
G198,0,0.001741553
G199,1,0.003463203
G200,0,0.00297619
G201,1,0.001481481
G202,0,0.003703704
G203,0,0.006156552
G204,1,0.001157407
G205,1,0.00178731
G206,0,0.00877193
G207,0,0.003753754
G208,1,0.002256063
G209,0,0.023411371
G210,1,0.003384095
G211,0,0.00295858
G212,1,0.001075269
G213,0,0.002962963
G214,1,0.001594896
G215,1,0.001257862
G216,0,0.006775068
G217,1,0.004219409
G218,0,0.013933548
G219,0,0.006756757
G220,0,0.01369863
G221,1,0.000835422
G222,0,0.010573178
G223,1,0.001075269
G224,0,0.011387164
G225,1,0.002415459
G226,0,0.011854951
G227,0,0.001865672
G228,1,0.002762431
G229,0,0.00761035
G230,1,0.002777778
G231,0,0.008333333
G232,1,0.004504505
G233,0,0.006410256
G234,1,0.00152207
G235,0,0.006928406
G236,1,0.001145475
G237,0,0.001587302
G238,0,0.006734007
G239,1,0.00105042
G240,0,0.012195122
G241,0,0.014064698
G242,1,0.00209205
G243,1,0.004329004
G244,0,0.003796507
G245,1,0.003875969
G246,1,0.001926782
G247,0,0.011990408
G248,0,0.000944287
G249,0,0.001836547
G250,0,0.004535147
G251,0,0.002587992
G252,0,0.005868545
G253,0,0.001145475
G254,0,0.001851852
G255,0,0.00792393
G256,0,0.003333333
G257,0,0.003898635
G258,0,0.018867925
G259,0,0.005271695
G260,0,0.002217295
G261,0,0.005319149
G262,0,0.005602241
G263,0,0.014245014
G264,0,0.009714633
G265,0,0.004444444
G266,0,0.008032129
G267,0,0.019900498
G268,0,0.007422402
G269,0,0.001481481
G270,0,0.011904762
G271,0,0.005464481
G272,0,0.00308642
G273,0,0.016985138
G274,0,0.006628788
G275,0,0.009389671
G276,0,0.002164502
G277,0,0.009259259
G278,0,0.003508772
G279,0,0.000933707
G280,0,0.004956629
G281,0,0.008152174
G282,0,0.00456621
G283,0,0.002614379
G284,0,0.005636071
G285,0,0.016563147
G286,0,0.000974659
G287,0,0.00456621
G288,0,0.004728132
G289,0,0.002989537
G290,0,0.016161616
G291,0,0.000750751
G292,0,0.006802721
G293,0,0.016792611
G294,0,0.00625
G295,0,0.004499438
G296,0,0.001907487
G297,0,0.015414258
G298,0,0.009195402
G299,0,0.004975124
G300,0,0.010050251
G301,0,0.009615385
G302,0,0.00147167
G303,0,0.008714597
G304,0,0.003636364
G305,0,0.002192982
G306,0,0.002320186
G307,0,0.00877193
G308,0,0.008525149
G309,0,0.006763285
G310,0,0.002099076
G311,0,0.003472222
G312,0,0.009009009
G313,0,0.00887199
G314,0,0.002793296
G315,0,0.002222222
G316,0,0.003875969
G317,0,0.022292994
G318,0,0.000908265
G319,0,0.001330672
G320,0,0.006922258
G321,0,0.003205128
G322,0,0.006265664
G323,0,0.002702703
G324,0,0.009803922
G325,0,0.003325942
G326,0,0.000829187
G327,0,0.004219409
G328,0,0.010040161
G329,0,0.011111111
G330,0,0.003762227
G331,0,0.009626955
G332,0,0.003584229
G333,0,0.002016129
G334,0,0.009096816
G335,0,0.015267176
G336,0,0.007360673
G337,0,0.002020202
G338,0,0.003115265
G339,0,0.001650165
G340,0,0.002631579
G341,0,0.007507508
G342,0,0.005017921
G343,0,0.008264463
G344,0,0.00511509
G345,0,0.002113048
G346,0,0.002290951
G347,0,0.002070393
G348,0,0.00191022
G349,0,0.004329004
G350,0,0.006334125
G351,0,0.009031199
G352,0,0.006097561
G353,0,0.001443001
G354,0,0.009356725
G355,0,0.002923977
G356,0,0.002941176
G357,0,0.007246377
G358,0,0.015332198
G359,0,0.004394225
G360,0,0.005257624
G361,0,0.00486618
G362,0,0.004016064
G363,0,0.005398111
G364,0,0.00511509
G365,0,0.008638211
G366,0,0.004694836
G367,0,0.006535948
G368,0,0.007017544
G369,0,0.003436426
G370,0,0.001129944
G371,0,0.006153846
G372,0,0.004694836
G373,0,0.014084507
G374,0,0.001851852
G375,0,0.006541778
G376,0,0.002360718
G377,0,0.012544803
G378,0,0.001173709
G379,0,0.012633625
G380,0,0.001926782
G381,0,0.002331002
G382,0,0.004474273
G383,0,0.003703704
G384,0,0.003021148
G385,0,0.000918274
G386,0,0.003508772
G387,0,0.002083333
G388,0,0.001862197
G389,0,0.00617284
G390,0,0.008393285
G391,0,0.001248439
G392,0,0.001872659
G393,0,0.006802721
G394,0,0.007092199
G395,0,0.007853403
G396,0,0.014957265
G397,0,0.004126547
G398,0,0.002306805
G399,0,0.00408998
G400,0,0.00486618
G401,0,0.011267606
G402,0,0.002604167
G403,0,0.008130081
G404,0,0.002943341
G405,0,0.007604563
G406,0,0.00625
G407,0,0.003603604
G408,0,0.00140647
G409,0,0.002949853
G410,0,0.007263923
G411,0,0.003663004
G412,0,0.00170068
G413,0,0.006882989
G414,0,0.002523129
G415,0,0.005002274
G416,0,0.004206099
G417,0,0.010416667
G418,0,0.010791367
G419,0,0.002710027
G420,0,0.008658009
G421,0,0.004975124
G422,0,0.019157088
G423,0,0.013536379
G424,0,0.001085776
G425,0,0.000960615
G426,0,0.010224949
G427,0,0.00877193
G428,0,0.013605442
G429,0,0.010309278
G430,0,0.001984127
G431,0,0.008130081
G432,0,0.000805153
G433,0,0.007017544
G434,0,0.001550388
G435,0,0.001536098
G436,0,0.004259851
G437,0,0.004514673
G438,0,0.013888889
G439,0,0.00487635
G440,0,0.006944444
G441,0,0.010752688
G442,0,0.002136752
G443,0,0.006535948
G444,0,0.00913242
G445,0,0.011862396
G446,0,0.007978723
G447,0,0.003401361
G448,0,0.008291874
G449,0,0.002020202
G450,0,0.008438819
G451,0,0.001001001
G452,0,0.005449591
G453,0,0.014957265
G454,0,0.003787879
G455,0,0.000877193
G456,0,0.00537996
G457,0,0.006531205
G458,0,0.001494768
G459,0,0.004938272
G460,0,0.001867414
G461,0,0.001058201
G462,0,0.001943635
G463,0,0.005847953
G464,0,0.007017544
G465,0,0.002259887
G466,0,0.012722646
G467,0,0.01179941
G468,0,0.006711409
G469,0,0.001075269
G470,0,0.001867414
G471,0,0.002415459
G472,0,0.002645503
G473,0,0.019607843
G474,0,0.001085776
G475,0,0.00921659
G476,0,0.001239157
G477,0,0.002510986
G478,0,0.014981273
G479,0,0.005847953
G480,0,0.007532957
G481,0,0.008333333
G482,0,0.001529052
G483,0,0.008130081
G484,0,0.004206099
G485,0,0.004926108
G486,0,0.006410256
G487,0,0.002083333
G488,0,0.016977929
G489,0,0.006685769
G490,0,0.003561254
G491,0,0.007220217
G492,0,0.006666667
G493,0,0.011695906
G494,0,0.00976801
G495,0,0.006726457
G496,0,0.001557632
G497,0,0.001338688
G498,0,0.001819836
G499,0,0.010709505
G500,0,0.001004016
G501,0,0.001922338
G502,0,0.008680556
G503,0,0.006493506
G504,0,0.001494768
G505,0,0.007077141
G506,0,0.004950495
G507,0,0.001610306
G508,0,0.013422819
G509,0,0.013071895
G510,0,0.003745318
G511,0,0.004347826
G512,0,0.007092199
G513,0,0.002023268
G514,0,0.001501502
G515,0,0.003267974
G516,0,0.00435161
G517,0,0.007017544
G518,0,0.006195787
G519,0,0.001855288
G520,0,0.002347418
G521,0,0.004357298
G522,0,0.012987013
G523,0,0.003174603
G524,0,0.001943635
G525,0,0.003615329
G526,0,0.005847953
G527,0,0.005120328
G528,0,0.005291005
G529,0,0.008658009
G530,0,0.016536118
G531,0,0.008064516
G532,0,0.003472222
G533,0,0.00872093
G534,0,0.008281573
G535,0,0.004
G536,0,0.004535147
G537,0,0.003472222
G538,0,0.00357462
G539,0,0.006828057
G540,0,0.002002002
G541,0,0.004504505
G542,0,0.001338688
G543,0,0.003401361
G544,0,0.00887574
G545,0,0.003460208
G546,0,0.007360673
G547,0,0.007291667
G548,0,0.001872659
G549,0,0.004721435
G550,0,0.002560164
G551,0,0.006535948
G552,0,0.019230769
G553,0,0.003875969
G554,0,0.004357298
G555,0,0.013475177
G556,0,0.008795075
G557,0,0.011594203
G558,0,0.001557632
G559,0,0.00312989
G560,0,0.005780347
G561,0,0.015243902
G562,0,0.009389671
G563,0,0.005868545
G564,0,0.01650165
G565,0,0.002267574
G566,0,0.006872852
G567,0,0.015204678
G568,0,0.002836879
G569,0,0.001344086
G570,0,0.005542359
G571,0,0.012531328
G572,0,0.001745201
G573,0,0.011111111
G574,0,0.003309693
G575,0,0.002962963
G576,0,0.007751938
G577,0,0.005847953
G578,0,0.005175983
G579,0,0.003745318
G580,0,0.003921569
G581,0,0.004880429
G582,0,0.002943341
G583,0,0.008674102
G584,0,0.005449591
G585,0,0.006944444
G586,0,0.002747253
G587,0,0.006116208
G588,0,0.008948546
G589,0,0.008722033
G590,0,0.005257624
G591,0,0.00645682
G592,0,0.002331002
G593,0,0.008658009
G594,0,0.004329004
G595,0,0.005899705
G596,0,0.006392045
G597,0,0.002309469
G598,0,0.00204499
G599,0,0.000748223
G600,0,0.002083333
G601,0,0.003180662
G602,0,0.006389776
G603,0,0.004492363
G604,0,0.00676819
G605,0,0.005555556
G606,0,0.001594896
G607,0,0.006920415
G608,0,0.004397537
G609,0,0.00273224
G610,0,0.001118568
G611,0,0.002873563
G612,0,0.013015184
G613,0,0.004106776
G614,0,0.007936508
G615,0,0.002985075
G616,0,0.003205128
G617,0,0.011656579
G618,0,0.004975124
G619,0,0.00141844
G620,0,0.006688963
G621,0,0.001718213
G622,0,0.003623188
G623,0,0.009259259
G624,0,0.000541126
G625,0,0.011210762
G626,0,0.009389671
G627,0,0.002873563
G628,0,0.006666667
G629,0,0.013605442
G630,0,0.007342144
G631,0,0.002096436
G632,0,0.001092896
G633,0,0.004040404
G634,0,0.011695906
G635,0,0.001216545
G636,0,0.00199005
G637,0,0.002832861
G638,0,0.005555556
G639,0,0.002083333
G640,0,0.009578544
G641,0,0.003490401
G642,0,0.004854369
G643,0,0.016908213
G644,0,0.005734767
G645,0,0.008116883
G646,0,0.00461361
G647,0,0.004420866
G648,0,0.009389671
G649,0,0.024242424
G650,0,0.0125
G651,0,0.001489203
G652,0,0.005076142
G653,0,0.002257336
G654,0,0.005617978
G655,0,0.007751938
G656,0,0.003092146
G657,0,0.004848485
G658,0,0.000980392
G659,0,0.007092199
G660,0,0.007042254
G661,0,0.007092199
G662,0,0.002604167
G663,0,0.008205128
G664,0,0.002898551
G665,0,0.004761905
G666,0,0.005578801
G667,0,0.016064257
G668,0,0.003584229
G669,0,0.010309278
G670,0,0.000905797
G671,0,0.005274262
G672,0,0.012345679
G673,0,0.001133787
G674,0,0.016877637
G675,0,0.003443526
G676,0,0.006896552
G677,0,0.005578801
G678,0,0.00297619
G679,0,0.006451613
G680,0,0.00750268
G681,0,0.007092199
G682,0,0.000995025
G683,0,0.005154639
G684,0,0.012461059
G685,0,0.004385965
G686,0,0.010416667
G687,0,0.014880952
G688,0,0.001435544
G689,0,0.006497726
G690,0,0.015043547
G691,0,0.019340159
G692,0,0.003968254
G693,0,0.003333333
G694,0,0.008221226
G695,0,0.008264463
G696,0,0.001754386
G697,0,0.012121212
G698,0,0.004830918
G699,0,0.004201681
G700,0,0.007194245
G701,0,0.00286123
G702,0,0.001960784
G703,0,0.008468052
G704,0,0.013731061
G705,0,0.009661836
G706,0,0.005333333
G707,0,0.00330033
G708,0,0.021276596
G709,0,0.009661836
G710,0,0.002604167
G711,0,0.00147167
G712,0,0.000825764
G713,0,0.004741584
G714,0,0.001759015
G715,0,0.004065041
G716,0,0.004761905
G717,0,0.001949318
G718,0,0.005540166
G719,0,0.003355705
G720,0,0.00617284
G721,0,0.001253133
G722,0,0.000968992
G723,0,0.008830022
G724,0,0.0017507
G725,0,0.013574661
G726,0,0.004177109
G727,0,0.003325942
G728,0,0.001412429
G729,0,0.004424779
G730,0,0.002781089
G731,0,0.016385049
G732,0,0.006493506
G733,0,0.007203667
G734,0,0.00676819
G735,0,0.003646973
G736,0,0.00887199
G737,0,0.004115226
G738,0,0.002083333
G739,0,0.002663623
G740,0,0.019607843
G741,0,0.003341688
G742,0,0.011695906
G743,0,0.008865248
G744,0,0.012437811
G745,0,0.00094697
G746,0,0.007575758
G747,0,0.000990589
G748,0,0.010615711
G749,0,0.009259259
G750,0,0.004504505
G751,0,0.011823556
G752,0,0.002207506
G753,0,0.018289086
G754,0,0.009189641
G755,0,0.015873016
G756,0,0.003556911
G757,0,0.016309888
G758,0,0.002136752
G759,0,0.011623547
G760,0,0.003584229
G761,0,0.00877193
G762,0,0.015424165
G763,0,0.008658009
G764,0,0.020408163
G765,0,0.011026293
G766,0,0.010057471
G767,0,0.015250545
G768,0,0.00620155
G769,0,0.001650165
G770,0,0.002283105
G771,0,0.001862197
G772,0,0.001872659
G773,0,0.00295858
G774,0,0.01320655
G775,0,0.020833333
G776,0,0.001907487
G777,0,0.003167063
G778,0,0.0013947
G779,0,0.001203369
G780,0,0.001508296
G781,0,0.00617284
G782,0,0.001465201
G783,0,0.010989011
G784,0,0.006837607
G785,0,0.006259781
G786,0,0.003683241
G787,0,0.00078064
G788,0,0.004153686
G789,0,0.001759015
G790,0,0.003058104
G791,0,0.001650165
G792,0,0.024242424
G793,0,0.008984726
G794,0,0.000536769
G795,0,0.00191022
G796,0,0.008635579
G797,0,0.016064257
G798,0,0.003623188
G799,0,0.026666667
G800,0,0.000974659
G801,0,0.01292517
G802,0,0.005291005
G803,0,0.00280112
G804,0,0.002677376
G805,0,0.00676819
G806,0,0.00870322
G807,0,0.006666667
G808,0,0.006849315
G809,0,0.003546099
G810,0,0.021021021
G811,0,0.001576044
G812,0,0.009310987
G813,0,0.007042254
G814,0,0.00486618
G815,0,0.00297619
G816,0,0.014245014
G817,0,0.003745318
G818,0,0.012039127
G819,0,0.002554278
G820,0,0.007490637
G821,0,0.003472222
G822,0,0.00660066
G823,0,0.001606426
G824,0,0.006071645
G825,0,0.001494768
G826,0,0.005005005
G827,0,0.002415459
G828,0,0.003831418
G829,0,0.00178731
G830,0,0.005008347
G831,0,0.001338688
G832,0,0.00243309
G833,0,0.010416667
G834,0,0.003436426
G835,0,0.010854342
G836,0,0.002314815
G837,0,0.009950249
G838,0,0.010050251
G839,0,0.006535948
G840,0,0.004975124
G841,0,0.012738854
G842,0,0.003703704
G843,0,0.006205674
G844,0,0.002766252
G845,0,0.004098361
G846,0,0.003712871
G847,0,0.001137656
G848,0,0.003194888
G849,0,0.006013746
G850,0,0.00203252
G851,0,0.003212851
G852,0,0.006535948
G853,0,0.004310345
G854,0,0.020833333
G855,0,0.019047619
G856,0,0.019911504
G857,0,0.001344086
G858,0,0.006369427
G859,0,0.001424501
G860,0,0.003373819
G861,0,0.016908213
G862,0,0.014348786
G863,0,0.003787879
G864,0,0.007843137
G865,0,0.004616805
G866,0,0.002604167
G867,0,0.015686275
G868,0,0.006134969
G869,0,0.002314815
G870,0,0.00178731
G871,0,0.006048387
G872,0,0.005434783
G873,0,0.002164502
G874,0,0.003864734
G875,0,0.00877193
G876,0,0.005592841
G877,0,0.001420455
G878,0,0.015151515
G879,0,0.000468165
G880,0,0.002803476
G881,0,0.010416667
G882,0,0.002314815
G883,0,0.006289308
G884,0,0.00792393
G885,0,0.000501253
G886,0,0.007936508
G887,0,0.007407407
G888,0,0.00913242
G889,0,0.007042254
G890,0,0.005192108
G891,0,0.00456621
G892,0,0.003392706
G893,0,0.002695418
G894,0,0.007575758
G895,0,0.013605442
G896,0,0.001031992
G897,0,0.006319115
G898,0,0.008928571
G899,0,0.002129925
G900,0,0.008450704
G901,0,0.001675042
G902,0,0.004552352
G903,0,0.002415459
G904,0,0.007142857
G905,0,0.01686747
G906,0,0.004098361
G907,0,0.004065041
G908,0,0.025401763
G909,0,0.011494253
G910,0,0.003392706
G911,0,0.018867925
G912,0,0.008032129
G913,0,0.005532503
G914,0,0.005698006
G915,0,0.007092199
G916,0,0.001587302
G917,0,0.018597997
G918,0,0.004016064
G919,0,0.010270775
G920,0,0.005228758
G921,0,0.004192872
G922,0,0.01026393
G923,0,0.005747126
G924,0,0.003083824
G925,0,0.005555556
G926,0,0.000721501
G927,0,0.005698006
G928,0,0.003703704
G929,0,0.012752858
G930,0,0.009641873
G931,0,0.008865248
G932,0,0.006861063
G933,0,0.003766478
G934,0,0.001642036
G935,0,0.013333333
G936,0,0.010893246
G937,0,0.003095975
G938,0,0.002347418
G939,0,0.006908463
G940,0,0.010638298
G941,0,0.011185682
G942,0,0.001322751
G943,0,0.00952381
G944,0,0.005249344
G945,0,0.004357298
G946,0,0.001984127
G947,0,0.001763668
G948,0,0.008393285
G949,0,0.001949318
G950,0,0.002109705
G951,0,0.009963768
G952,0,0.008130081
G953,0,0.003912363
G954,0,0.00243309
G955,0,0.001550388
G956,0,0.001658375
G957,0,0.007389163
G958,0,0.005970149
G959,0,0.008264463
G960,0,0.000788022
G961,0,0.003144654
G962,0,0.003009782
G963,0,0.00962963
G964,0,0.01200565
G965,0,0.004310345
G966,0,0.000968992
G967,0,0.012847966
G968,0,0.004678363
G969,0,0.010526316
G970,0,0.000803213
G971,0,0.000600601
G972,0,0.011235955
G973,0,0.009009009
G974,0,0.001658375
G975,0,0.006622517
G976,0,0.002252252
G977,0,0.004761905
G978,0,0.00456621
G979,0,0.008049242
G980,0,0.001569366
G981,0,0.007751938
G982,0,0.009803922
G983,0,0.024875622
G984,0,0.017241379
G985,0,0.006849315
G986,0,0.006082725
G987,0,0.00877193
G988,0,0.006711409
G989,0,0.010869565
G990,0,0.002207506
G991,0,0.003623188
G992,0,0.004681648
G993,0,0.003003003
G994,0,0.002650762
G995,0,0.0027894
G996,0,0.011299435
G997,0,0.001255493
G998,0,0.006019564
G999,0,0.003180662
G1000,0,0.001754386
G1001,0,0.004581901
G1002,0,0.006427916
G1003,0,0.001893939
G1004,0,0.015384615
G1005,0,0.002949853
G1006,0,0.001949318
G1007,0,0.004830918
G1008,0,0.005159959
G1009,0,0.016666667
G1010,0,0.003003003
G1011,0,0.019230769
G1012,0,0.001703578
G1013,0,0.002739726
G1014,0,0.011235955
G1015,0,0.012717537
G1016,0,0.008658009
G1017,0,0.006410256
G1018,0,0.005291005
G1019,0,0.001682086
G1020,0,0.021212121
G1021,0,0.014184397
G1022,0,0.004424779
G1023,0,0.008888889
G1024,0,0.003205128
G1025,0,0.010964912
G1026,0,0.002547771
G1027,0,0.000983284
G1028,0,0.006060606
G1029,0,0.003762227
G1030,0,0.007122507
G1031,0,0.009876543
G1032,0,0.001504891
G1033,0,0.014492754
G1034,0,0.010816126
G1035,0,0.015873016
G1036,0,0.018018018
G1037,0,0.00152439
G1038,0,0.007462687
G1039,0,0.012987013
G1040,0,0.005899705
G1041,0,0.023529412
G1042,0,0.01254902
G1043,0,0.007229833
G1044,0,0.012578616
G1045,0,0.006006006
G1046,0,0.002380952
G1047,0,0.002347418
G1048,0,0.009101251
G1049,0,0.006060606
G1050,0,0.003521127
G1051,0,0.004608295
G1052,0,0.008583691
G1053,0,0.004385965
G1054,0,0.008928571
G1055,0,0.014285714
G1056,0,0.006451613
G1057,0,0.009389671
G1058,0,0.003003003
G1059,0,0.000747384
G1060,0,0.006926407
G1061,0,0.00973236
G1062,0,0.003496503
G1063,0,0.015686275
G1064,0,0.005368472
G1065,0,0.008849558
G1066,0,0.009057971
G1067,0,0.02
G1068,0,0.003745318
G1069,0,0.00896861
G1070,0,0.006785411
G1071,0,0.003546099
G1072,0,0.005847953
G1073,0,0.004028197
G1074,0,0.01025641
G1075,0,0.009345794
G1076,0,0.00273224
G1077,0,0.008221226
G1078,0,0.008368201
G1079,0,0.016339869
G1080,0,0.006564551
G1081,0,0.004830918
G1082,0,0.002534854
G1083,0,0.005035247
G1084,0,0.003212851
G1085,0,0.021929825
G1086,0,0.005426357
G1087,0,0.013524264
G1088,0,0.003921569
G1089,0,0.001199041
G1090,0,0.01025641
G1091,0,0.001614205
G1092,0,0.001709402
G1093,0,0.001051525
G1094,0,0.023023023
G1095,0,0.00952381
G1096,0,0.008513425
G1097,0,0.008503401
G1098,0,0.003933137
G1099,0,0.002808989
G1100,0,0.00280112
G1101,0,0.005860806
G1102,0,0.00199005
G1103,0,0.002136752
G1104,0,0.001867414
G1105,0,0.003103662
G1106,0,0.00805153
G1107,0,0.006637168
G1108,0,0.011111111
G1109,0,0.012536873
G1110,0,0.015625
G1111,0,0.007680492
G1112,0,0.002237136
G1113,0,0.000610501
G1114,0,0.00608828
G1115,0,0.000852515
G1116,0,0.003427592
G1117,0,0.011037528
G1118,0,0.015686275
G1119,0,0.008385744
G1120,0,0.005076142
G1121,0,0.000737463
G1122,0,0.002836879
G1123,0,0.004405286
G1124,0,0.003584229
G1125,0,0.003144654
G1126,0,0.006079027
G1127,0,0.004784689
G1128,0,0.005139501
G1129,0,0.012618297
G1130,0,0.003777148
G1131,0,0.002070393
G1132,0,0.005617978
G1133,0,0.003676471
G1134,0,0.004115226
G1135,0,0.015649452
G1136,0,0.006329114
G1137,0,0.004273504
G1138,0,0.008966599
G1139,0,0.002347418
G1140,0,0.004459309
G1141,0,0.008213552
G1142,0,0.002083333
G1143,0,0.007357102
G1144,0,0.016528926
G1145,0,0.009287926
G1146,0,0.001338688
G1147,0,0.001966568
G1148,0,0.005443886
G1149,0,0.0078125
G1150,0,0.009259259
G1151,0,0.001996008
G1152,0,0.000925926
G1153,0,0.006802721
G1154,0,0.006977992
G1155,0,0.00486618
G1156,0,0.00280112
G1157,0,0.018518519
G1158,0,0.009489917
G1159,0,0.004127967
G1160,0,0.01048218
G1161,0,0.001926782
G1162,0,0.012728719
G1163,0,0.006116208
G1164,0,0.025362319
G1165,0,0.007092199
G1166,0,0.005797101
G1167,0,0.014184397
G1168,0,0.011904762
G1169,0,0.001932367
G1170,0,0.001054852
G1171,0,0.007751938
G1172,0,0.003875969
G1173,0,0.015151515
G1174,0,0.002326934
G1175,0,0.003546099
G1176,0,0.010666667
G1177,0,0.002962963
G1178,0,0.014492754
G1179,0,0.00204499
G1180,0,0.004914005
G1181,0,0.005625879
G1182,0,0.009416196
G1183,0,0.00254065
G1184,0,0.003646973
G1185,0,0.002949853
G1186,0,0.014245014
G1187,0,0.014447884
G1188,0,0.008101852
G1189,0,0.011320755
G1190,0,0.002283105
G1191,0,0.007751938
G1192,0,0.015320911
G1193,0,0.00257732
G1194,0,0.00357462
G1195,0,0.011335013
G1196,0,0.00877193
G1197,0,0.003205128
G1198,0,0.003724395
G1199,0,0.003030303
G1200,0,0.008056395
G1201,0,0.010893246
G1202,0,0.007017544
G1203,0,0.02997416
G1204,0,0.003030303
G1205,0,0.003992016
G1206,0,0.001658375
G1207,0,0.009425878
G1208,0,0.001103753
G1209,0,0.002677376
G1210,0,0.005050505
G1211,0,0.007586534
G1212,0,0.0078125
G1213,0,0.002063983
G1214,0,0.005376344
G1215,0,0.000938967
G1216,0,0.007680492
G1217,0,0.006006006
G1218,0,0.00617284
G1219,0,0.00308642
G1220,0,0.013157895
G1221,0,0.002849003
G1222,0,0.008810573
G1223,0,0.002816901
G1224,0,0.003745318
G1225,0,0.010666667
G1226,0,0.009615385
G1227,0,0.007407407
G1228,0,0.001727116
G1229,0,0.004916421
G1230,0,0.003646973
G1231,0,0.006734007
G1232,0,0.001481481
G1233,0,0.007532957
G1234,0,0.002298851
G1235,0,0.002923977
G1236,0,0.006962576
G1237,0,0.007113821
G1238,0,0.002411091
G1239,0,0.008130081
G1240,0,0.005050505
G1241,0,0.00942029
G1242,0,0.002070393
G1243,0,0.005141388
G1244,0,0.003546099
G1245,0,0.009118541
G1246,0,0.009114583
G1247,0,0.001552795
G1248,0,0.008130081
G1249,0,0.008064516
